Moneda,Siglas,Precio,Cambio 1 h,Cambio 24 h,Cambio 7 d,Volumen en 24 horas,Cap. de mercado,FDV,Cap merc/FDV,Cluster,Grupo
Harvest Finance,FARM,24.66,0.2,-0.4,-1.6,426546,16530945,17394856,095,0,0
PolySwarm,NCT,0.01,-0.3,-0.1,-3.9,140988,16516806,18041846,092,0,0
DeFi Pulse Index,DPI,69.06,-4.3,-10.2,-4.8,672073,16509145,16509145,100,0,0
Across Protocol,ACX,0.06,0.4,2.5,-1.0,462447,16496165,63047045,026,0,0
bZx Protocol,BZRX,0.03,-0.0,3.6,0.0,223612,16387810,26118746,063,0,0
Streamr XDATA,XDATA,0.02,-1.0,-2.8,-1.3,149681,16384318,23199871,071,0,0
sBTC,SBTC,29332.78,0.0,0.1,0.9,0,16278138,16278138,100,0,2
VIDT DAO,VIDT,0.02,-0.2,1.0,3.8,1058323,16181483,21014603,077,0,0
Kwenta,KWENTA,110.14,0.5,-1.1,2.6,133168,16088410,77285947,021,0,0
Santos FC Fan Token,SANTOS,3.14,-0.2,-2.6,-2.8,2150544,16080925,94407432,017,0,0
Stafi,FIS,0.29,-0.1,-0.6,1.3,2451055,16045605,32490658,049,0,0
Volt Inu,VOLT,0.0,0.2,1.9,1.6,1254017,16027962,17762187,090,0,0
MicrovisionChain,SPACE,12.53,-0.3,-6.4,-18.7,783784,15963347,263408115,006,0,0
Revain,REV,0.0,0.0,-3.6,-0.6,208813,15959516,16054834,099,0,0
XCAD Network PLAY,PLAY,0.07,1.7,-2.7,-3.4,2058927,15928691,41141672,039,0,0
FIO Protocol,FIO,0.02,0.3,1.7,0.5,1486712,15843185,21889155,072,0,0
ZUSD,ZUSD,0.99,-0.0,-0.2,-0.8,4557239,15833079,15833079,100,0,0
MANTRA,OM,0.02,-0.4,-1.6,1.3,2324008,15739963,19999901,079,0,0
Cosplay Token,COT,0.02,-0.2,-3.6,-5.4,964380,15719121,20960017,075,0,0
PARSIQ,PRQ,0.08,0.2,0.1,2.4,257524,15716125,26320404,060,0,0
ThetaDrop,TDROP,0.0,3.1,5.1,4.4,225050,15679187,28376571,055,0,0
Gifto,GFT,0.02,-0.5,4.2,1.5,3612145,15568449,15568449,100,0,0
Shadow Token,SHDW,0.11,0.2,0.2,-8.8,1720477,15561228,17845980,087,0,0
Indigo Protocol,INDY,2.43,-0.8,-3.2,-14.9,116716,15525753,85219122,018,0,0
AC Milan Fan Token,ACM,2.14,0.2,-1.7,-4.3,1734235,15513291,42678772,036,0,0
ZambesiGold,ZGD,0.37,-8.2,2.2,1.0,185412,15491058,65432656,024,0,0
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,11.94,0.1,-0.3,-0.9,714098,15486079,15486079,100,0,0
Stargaze,STARS,0.01,-0.1,13.1,11.4,150494,15444885,33906917,046,0,0
Celo Euro,CEUR,1.08,0.2,-0.2,-0.3,4904794,15434357,11922577,129,0,0
veCRV-DAO yVault,YVE-CRVDAO,0.75,0.0,0.0,0.0,0,15419092,15419092,-,0,0
STFX,STFX,0.04,0.1,-1.2,-0.0,2961859,15310146,44532689,034,0,0
NFT Worlds,WRLD,0.03,1.8,3.8,22.1,435717,15302340,139382439,011,0,0
Ellipsis [OLD],EPS,0.02,0.1,0.5,-0.2,7081,15227047,21801329,070,0,0
GYEN,GYEN,0.01,0.1,0.1,-1.4,7816844,15175952,15175952,100,0,0
TENET,TENET,0.13,0.0,-2.3,13.5,1429206,15131800,157622918,010,0,0
Grai,GRAI,0.98,-0.0,0.0,-0.6,349771,15074507,15073522,100,0,0
Enjinstarter,EJS,0.0,-1.4,0.2,10.7,9206925,15040336,20559473,073,0,0
Kleros,PNK,0.02,-0.2,1.6,-17.6,373264,14978944,15925645,094,0,0
Somnium Space CUBEs,CUBE,1.01,0.1,1.0,3.0,1407797,14936351,100629562,015,0,0
Aleph.im,ALEPH,0.08,0.2,-0.7,-7.6,6536664,14934246,40052811,037,0,0
Circuits of Value,COVAL,0.01,0.1,-3.1,1.2,6621161,14915410,14915410,100,0,0
Pintu,PTU,0.23,-0.3,0.5,-4.6,279907,14899861,69407050,021,0,0
TriasLab,TRIAS,2.98,-0.2,-2.7,-11.4,396451,14889090,29778180,050,0,0
Ethix,ETHIX,0.21,-0.0,-1.1,-3.6,8652,14799059,20997391,070,0,0
Stratos,STOS,0.55,-0.1,-3.3,13.2,330043,14797403,54779539,027,0,0
PinkSale,PINKSALE,147.2,0.0,-0.5,-1.4,2384,14720489,14720489,100,0,0
PIVX,PIVX,0.19,0.3,-0.1,-2.9,459200,14706327,14706327,100,0,0
Vite,VITE,0.01,0.9,2.5,1.0,1004076,14680515,15278160,096,0,0
Samoyedcoin,SAMO,0.0,-0.6,-0.9,-1.7,172207,14618755,17388462,084,0,0
Bitcoin 2,BTC2,0.81,-1.2,1.0,35.4,104079,14575672,17048158,085,0,0
Wise,WISE,0.14,3.5,21.7,3.9,446957,14541351,86695241,017,0,0
KlimaDAO,KLIMA,1.68,-0.1,0.8,-1.5,1754142,14444300,14444300,100,0,0
XEN Crypto,XEN,0.0,0.1,-5.4,8.1,2111085,14432004,14432004,100,0,0
GAMI World,GAMI,0.37,-15.0,11.7,10.7,1051742,14362471,55318820,026,0,0
Decentral Games Governance,XDG,0.03,-0.3,-0.1,-7.9,149884,14329282,14329282,100,0,0
Kyber Network Crystal Legacy,KNCL,0.66,-0.4,-4.1,2.5,4642132,14329215,150726619,010,0,0
Altered State Machine,ASTO,0.02,1.3,-2.1,8.3,491423,14293346,49082439,029,0,0
AIOZ Network,AIOZ,0.01,-0.6,-19.2,7.5,1382466,14287231,14715378,097,0,0
OG Fan Token,OG,3.64,-0.2,-1.9,-2.0,5532314,14198848,18238131,078,0,0
Crypto Gladiator League,CGL,0.01,2.3,0.8,4.9,230698,14172419,28330673,050,0,0
Diamond,DMD,3.75,1.0,0.7,-3.1,839555,14131350,16418529,086,0,0
UXD Stablecoin,UXD,1.0,0.0,-0.1,0.0,473101,14130487,9001211,157,0,0
Level,LVL,1.84,1.2,-4.3,-22.7,131912,14054885,91998188,015,0,0
Arsenal Fan Token,AFC,1.59,0.0,-0.4,-0.4,1967744,14054253,63687966,022,0,0
Bonk,BONK,0.0,-0.3,-1.3,-5.4,1840523,14048522,30683944,046,0,0
Hacken,HAI,0.02,-0.5,-0.4,0.6,472035,14022427,21704469,065,0,0
Umee,UMEE,0.0,0.1,-6.2,-6.3,7754709,14019220,37901806,037,0,0
Zano,ZANO,1.01,0.1,3.1,0.5,1195382,14016256,0,-,0,0
ICHI,ICHI,2.1,0.5,0.9,-4.9,6751546,13998216,21008273,067,0,0
Vela Token,VELA,1.14,-1.0,1.1,19.5,567929,13990107,57150610,024,0,0
ParagonsDAO,PDT,0.11,1.2,27.2,80.8,473460,13983968,18295616,076,0,0
Rebel Bots,RBLS,0.06,0.0,2.9,-0.9,6916819,13981521,17936288,078,0,0
Ben,BEN,0.0,-1.4,-11.3,-16.5,1541963,13889739,13889739,100,0,0
QASH,QASH,0.02,1.0,-7.1,9.6,2587598,13838839,17019719,081,0,0
Cere Network,CERE,0.0,0.0,-1.7,-1.8,159268,13815759,30842186,045,0,0
Poolz Finance,POOLX,2.97,-0.0,12.3,11.5,772193,13798147,16314591,085,0,0
GET Protocol,GET,1.19,-0.1,-8.7,-9.9,2242628,13771945,39808679,035,0,0
Dogechain,DC,0.0,-1.3,-3.1,-6.1,378637,13672501,105339620,013,0,0
Kitty Inu,KITTY,0.0,0.1,-1.5,-4.7,512522,13654381,13654381,100,0,0
Delysium,AGI,0.06,-0.2,-2.8,5.8,371352,13633973,165097795,008,0,0
Hathor,HTR,0.06,-3.0,-4.0,13.6,665059,13590801,47933450,028,0,0
Presearch,PRE,0.03,-0.9,-2.1,16.1,6180964,13535336,17065144,079,0,0
Alephium,ALPH,0.28,-0.3,-3.9,-16.4,4750817,13530291,284400463,005,0,0
FEG BSC,FEG,0.0,-1.4,-0.4,23.0,3144356,13519923,27039847,050,0,0
Mute,MUTE,0.33,-0.1,1.6,-3.0,502287,13478465,13478465,100,0,0
BurgerCities,BURGER,0.4,-0.6,-1.6,-2.4,6643041,13453541,24675005,055,0,0
Ovr,OVR,0.26,-0.7,0.5,-2.3,615697,13415740,23524494,057,0,0
Galaxia,GXA,0.01,-0.4,2.2,1.5,397895,13313946,52097765,026,0,0
Crypto Carbon Energy,CYCE,0.65,0.0,0.1,1.0,1577523,13182101,27304716,048,0,0
Media Licensing Token,MLT,0.09,0.1,3.8,2.1,180918,13144495,17956781,073,0,0
MATH,MATH,0.08,0.1,0.1,1.4,9737062,13087323,15396850,085,0,0
Red Kite,PKF,0.09,-0.2,-4.6,-7.7,3980665,13072031,18358030,071,0,0
Toucan Protocol: Base Carbon Tonne,BCT,0.7,-0.4,-1.0,-3.3,68042,13000727,13000727,100,0,0
Popsicle Finance,ICE,0.85,-0.9,-2.2,-1.7,5388472,12973770,20511687,063,0,0
XANA,XETA,0.01,2.1,0.8,7.8,467225,12966615,54858054,024,0,0
YUSD Stablecoin,YUSD,1.0,0.0,-0.0,-0.2,2676385,12906127,12906127,100,0,0
Efforce,WOZX,0.02,3.2,10.1,18.4,953955,12869257,20664979,062,0,0
KI,XKI,0.03,-0.2,-2.1,-1.2,189638,12854307,26068559,049,0,0
SOLVE,SOLVE,0.02,1.4,6.7,2.7,3146710,12840792,21401320,060,0,0
Hegic,HEGIC,0.01,0.1,0.5,-2.4,431574,12837708,12837708,100,0,0
TrustSwap,SWAP,0.13,-0.0,3.2,3.2,200064,12772764,12773382,100,0,0
Dagger,XDAG,0.01,-1.1,-5.5,13.9,2635600,12750996,14771468,086,0,0
Aeternity,AE,0.03,-3.2,5.9,-5.7,141141,12738687,16389407,078,0,0
GroveCoin,GRV,0.17,0.3,-6.9,-18.6,1184381,12686156,16887119,075,0,0
Optimus AI,OPTI,0.13,-0.5,6.3,35.8,175019,12664650,12664650,100,0,0
NUM Token,NUM,0.02,-0.6,-6.1,-11.2,111349,12641341,24610859,051,0,0
WeWay,WWY,0.0,-0.0,-1.7,-4.9,300602,12637013,47671957,027,0,0
rETH2,RETH2,1821.71,0.1,-0.1,-0.6,1166955,12635020,12635020,100,0,0
Vectorspace AI,VXV,0.33,-0.1,-4.3,4.0,9435599,12628693,16628980,076,0,0
ShapeShift FOX,FOX,0.02,1.4,12.3,16.3,1080153,12621165,22277887,057,0,0
Boson Protocol,BOSON,0.12,0.4,5.2,-5.3,561131,12615191,23419604,054,0,0
SideShift,XAI,0.1,0.2,-4.7,-6.6,405747,12551989,21102655,059,0,0
Boosted LUSD,BLUSD,1.15,0.1,-0.1,-1.0,2383797,12401945,12401945,100,0,0
Galatasaray Fan Token,GAL,2.45,-0.3,-0.7,-0.6,3466666,12353595,24487118,050,0,0
Strips Finance,STRP,0.41,1.0,0.3,-2.0,1868333,12342422,40757464,030,0,0
OctaSpace,OCTA,0.6,1.8,-15.8,-22.6,116715,12290040,28382698,043,0,0
Drep,DREP,0.25,-0.3,-0.7,2.7,1322866,12288079,25212781,049,0,0
RAI Finance,SOFI,0.03,-0.1,-2.5,-21.3,383792,12266302,27388163,045,0,0
Spool,SPOOL,0.32,-0.1,-0.2,-9.7,8041070,12101442,68040274,018,0,0
Hydra,HYDRA,0.54,-0.2,-1.8,-10.5,395819,12098541,0,-,0,0
Syntropy,NOIA,0.03,-0.3,3.3,-5.7,258505,12095593,25226075,048,0,0
Itheum,ITHEUM,0.02,-0.4,-1.6,-4.9,255287,12072947,20376283,059,0,0
Observer,OBSR,0.0,0.5,46.6,75.4,12360006,12066530,29090591,041,0,0
Buying.com,BUY,0.02,0.1,0.1,-0.0,287370,11995143,22090737,054,0,0
Fuse,FUSE,0.05,0.0,-0.1,-1.9,822238,11991925,18093146,066,0,0
Wonderland TIME,TIME,13.28,-0.3,-1.6,-1.5,172566,11957728,690307580,002,0,0
holoride,RIDE,0.02,0.5,-1.6,-2.2,1927133,11859960,16898820,070,0,0
Velodrome Finance,VELO,0.09,0.2,2.0,-17.9,959407,11846701,100507330,012,0,0
Steam Exchange,STEAMX,0.0,0.0,0.0,0.0,0,11825984,11825984,-,0,0
Stader BNBx,BNBX,254.27,0.1,-0.3,-2.3,125859,11808721,0,-,0,0
ISKRA Token,ISK,0.23,-0.1,-0.9,4.5,6395573,11782402,228658122,005,0,0
FEG ETH,FEG,0.0,-0.1,0.3,1.4,5126499,11765932,23531864,050,0,0
Phantasma,SOUL,0.1,-0.9,-1.4,-2.2,137508,11763628,11763628,100,0,0
Giddy,GDDY,0.01,0.0,-2.1,-3.5,4469591,11749344,9771902,120,0,0
chrono.tech,TIME,16.51,0.5,-2.2,-0.8,307709,11687952,11687952,100,0,0
Camelot Token,GRAIL,912.65,-0.4,-0.8,-15.0,567321,11658408,91073147,013,0,0
SaucerSwap,SAUCE,0.03,-2.0,4.5,25.6,283546,11627288,24965127,047,0,0
Ion,ION,542.08,-0.3,-2.3,-1.4,577404,11546037,11546037,100,0,0
Ooki,OOKI,0.0,0.2,-4.1,-5.9,771015,11515117,26642134,043,0,0
Newscrypto Coin,NWC,0.07,0.1,-1.0,-2.1,5216251,11493201,19002752,060,0,0
ApolloX,APX,0.03,0.9,-0.6,-15.3,1275278,11486329,264305265,004,0,0
LIF3,LIF3,0.01,-1.0,-6.2,-17.1,1406437,11476852,48242347,024,0,0
Silo Finance,SILO,0.05,0.1,-1.3,1.3,2891611,11393206,46322584,025,0,0
Impossible Finance Launchpad,IDIA,0.02,-2.6,-4.3,-9.0,981015,11365650,16318985,070,0,0
Tokenlon,LON,0.45,4.1,0.8,2.5,417278,11348039,89558865,013,0,0
Mare Finance,MARE,0.3,-0.4,1.7,153.5,277470,11304441,29648311,038,0,0
Augur,REP,1.4,0.3,-1.7,-3.4,1315033,11219646,11219646,100,0,0
USDX,USDX,0.92,-0.1,-1.1,-2.3,681895,11180173,0,-,0,0
Hera Finance,HERA,3.11,-1.1,6.1,6.3,5999407,11167101,31132146,036,0,0
Sphere Finance,SPHERE,0.0,-0.4,-4.2,-6.7,844381,11160387,13040206,086,0,0
Not Financial Advice,NFAI,0.15,1.0,3.9,12.9,6153226,11091440,14759697,075,0,0
Rhino.fi,DVF,0.74,0.4,-0.8,1.4,596846,11083834,73639821,015,0,0
Yoshi.exchange,YOSHI,0.04,-0.2,-0.3,-0.2,3541495,11062292,40162861,028,0,0
Meta Apes PEEL,PEEL,0.06,-0.2,-0.5,-4.5,731812,10954206,62370139,018,0,0
Cult DAO,CULT,0.0,-0.3,-6.0,1.0,1188023,10928144,16959491,064,0,0
Dimitra,DMTR,0.03,0.2,-7.5,-11.4,162951,10922675,27520036,040,0,0
Octopus Network,OCT,0.14,-0.1,-0.4,2.1,275522,10913088,14120470,077,0,0
Undead Blocks,UNDEAD,0.08,0.2,-0.1,-2.1,126163,10910896,40410724,027,0,0
STEPN Green Satoshi Token on ETH,GST-ETH,0.24,-0.4,-0.3,-8.6,3279101,10900204,7077159,154,0,0
Rarible,RARI,0.93,-8.4,-6.6,-9.0,342184,10888139,23508640,046,0,0
ForTube,FOR,0.02,0.8,4.0,1.0,2355606,10887178,19313163,056,0,0
Bitcoin Diamond,BCD,0.06,-1.2,-8.4,-1.6,2781064,10829223,12086385,090,0,0
Areon Network,AREA,0.16,0.0,-1.2,-0.1,8414028,10804020,79155812,014,0,0
Inter Milan Fan Token,INTER,1.99,0.1,-0.9,-15.4,797379,10802166,39673473,027,0,0
AirDAO,AMB,0.01,-1.3,-5.7,1.7,2995979,10758812,43192524,025,0,0
DIMO,DIMO,0.08,-0.1,-0.3,-1.1,4091315,10732825,80029057,013,0,0
Metacade,MCADE,0.01,-0.2,-11.3,-16.2,223775,10704040,14450965,074,0,0
SWFTCOIN,SWFTC,0.0,0.1,-1.9,-4.8,1653205,10699071,11942260,090,0,0
Revolution Populi,RVP,0.01,0.5,2.8,-9.8,2436591,10643403,17739005,060,0,0
Plugin,PLI,0.14,-0.6,16.7,89.7,132378,10590635,72626108,015,0,0
Taboo,TABOO,0.0,4.6,0.3,2.2,336683,10531167,10531167,100,0,0
hi Dollar,HI,0.0,0.8,-1.2,-0.1,242852,10512061,44106220,024,0,0
Games for a Living,GFAL,0.01,-1.6,-3.5,4.3,234881,10487324,146238381,007,0,0
AMO Coin,AMO,0.0,-1.2,2.3,2.1,483400,10443645,11591899,090,0,0
Cratos,CRTS,0.0,-0.3,0.1,-0.4,176744,10409717,19282193,054,0,0
Rari Governance,RGT,0.92,1.0,-11.2,-17.5,3879120,10409544,11546684,090,0,0
Conic,CNC,2.17,0.7,-0.6,-7.6,2496172,10370892,21559400,048,0,0
Tokemak,TOKE,0.6,0.0,0.4,1.6,9276487,10366400,60507711,017,0,0
Aave [OLD],LEND,0.29,0.0,-54.7,-4.4,18601,10349560,374284857,003,0,0
Cream,CREAM,13.47,0.3,-0.2,-2.1,499125,10326621,121246384,009,0,0
Vela Exchange,DXP,1.18,-1.1,3.0,23.6,102764,10319111,117932694,009,0,0
Atletico Madrid Fan Token,ATM,2.68,0.1,-2.4,-3.4,1289410,10302460,26751555,039,0,0
Ferro,FER,0.01,0.2,2.4,-1.2,3201832,10297245,51558019,020,0,0
Gamma Strategies,GAMMA,0.18,-1.1,-12.4,-10.1,181203,10286239,17516418,059,0,0
PER Project,PER,0.03,-0.2,-0.9,-2.8,151048,10250358,19737532,052,0,0
UNCX Network,UNCX,282.79,0.0,-11.0,-4.3,581582,10228300,13477270,076,0,0
PowerPool Concentrated Voting Power,CVP,0.32,0.2,-0.0,0.4,3607971,10201573,31847541,032,0,0
BigShortBets,BIGSB,1.05,0.0,0.0,0.0,0,10168731,104794744,-,0,0
Peercoin,PPC,0.36,0.1,0.9,-0.3,189270,10153858,9768075,104,0,0
MarsDAO,MDAO,0.14,-0.7,-0.9,-0.9,9352073,10149586,14224099,071,0,0
Juventus Fan Token,JUV,2.3,-0.0,-1.2,-4.4,911540,10146533,45989971,022,0,0
Era Swap,ES,0.0,0.1,-0.0,-5.8,333052,10143383,43378155,023,0,0
Splintershards,SPS,0.02,-0.1,-0.7,-8.4,200641,10122643,62010959,016,0,0
CoW Protocol,COW,0.07,-1.4,-2.5,-2.3,795046,10003279,65212058,015,0,0
Choise.com,CHO,0.09,-1.3,14.4,15.7,1053488,9961707,90913148,011,0,0
Dexalot,ALOT,0.41,0.0,1.0,7.0,1385545,9864342,40641571,024,0,0
Unibright,UBT,0.07,2.8,10.2,-16.0,393965,9863666,9863666,100,0,0
Lucro,LCR,0.0,0.1,2.0,15.2,1623102,9859755,9864034,100,0,0
Pundi X [OLD],NPXS,0.0,0.0,0.0,0.0,0,9852255,10767811,-,0,0
Marinade,MNDE,0.05,-0.2,-0.1,1.8,6214673,9828241,48126543,020,0,0
WEMIX Dollar,WEMIX$,1.0,-0.0,0.3,-0.0,5559394,9806596,9806596,100,0,0
HUSD,HUSD,0.05,0.1,-0.7,-0.9,58705,9790016,9790016,100,0,0
Bitcoin Pro,BTCP,74.58,0.0,7.9,77.2,783253,9619095,156568590,006,0,0
Nimiq,NIM,0.0,-0.0,-3.1,-5.1,4607198,9579944,18237648,053,0,0
Xbit,XBT,0.01,-0.4,-0.4,-0.2,6551305,9553682,11070315,086,0,0
Prizm,PZM,0.0,0.0,3.6,1.5,430831,9549421,16485552,058,0,0
WXT Token,WXT,0.0,0.8,1.3,6.5,145388,9540561,41471686,023,0,0
Sovryn,SOV,0.3,0.2,0.7,-15.7,6923555,9521600,30341372,031,0,0
Galactic Quadrant,GQ,0.0,1.0,-3.8,-22.0,1806289,9519551,21860033,044,0,0
STEPN Green Satoshi Token on Solana,GST-SOL,0.01,-0.2,-2.8,-2.4,179939,9491884,9609998,099,0,0
Scallop,SCLP,0.15,-0.9,-1.2,-2.0,1456058,9394215,14524977,065,0,0
pSTAKE Finance,PSTAKE,0.03,0.6,-0.0,-1.5,695877,9369239,16966428,055,0,0
Nash,NEX,0.23,0.9,7.9,4.4,275316,9342775,11773993,079,0,0
Witnet,WIT,0.01,-0.1,-2.0,-9.1,302199,9335255,18951204,049,0,0
Clearpool,CPOOL,0.02,-0.4,2.6,-9.7,368835,9322569,21797781,043,0,0
Turbo,TURBO,0.0,1.4,1.7,18.6,1464018,9292070,9292070,100,0,0
Validity,VAL,1.91,1.3,4.6,0.1,1520181,9265120,16995742,055,0,0
CHEQD Network,CHEQ,0.03,-1.7,-3.8,-3.3,167558,9253759,33801761,027,0,0
PIP,PIP,0.09,0.0,-3.2,-5.9,316288,9251021,86858952,011,0,0
FibSwap DEX,FIBO,0.0,-1.1,-8.0,-8.5,214649,9179048,10198943,090,0,0
Counterparty,XCP,3.53,-0.0,18.4,23.2,7107959,9149910,9344961,098,0,0
SquidGrow,SQUIDGROW,0.0,-0.1,-4.2,7.0,823756,9130888,9673675,094,0,0
ZKSpace,ZKS,0.04,0.1,1.7,-4.4,500180,9122014,40823511,022,0,0
Pallapay,PALLA,0.01,0.0,0.0,0.0,0,9096689,23969641,-,0,0
Push Protocol,PUSH,0.22,-0.8,-2.7,-1.5,312827,9082901,21905935,041,0,0
TRAC (Ordinals),TRAC,0.43,-1.1,-9.9,31.2,113814,9013269,9013269,100,0,0
KALM,KALM,1.11,0.2,1.5,11.1,3184249,9011676,11103998,081,0,0
Fulcrom,FUL,0.01,0.3,3.4,-0.9,1019531,9007719,170251421,005,0,0
PodFast,$FAST,0.09,1.8,-14.7,558.3,5695755,8972364,8972364,100,0,0
Mimo Governance,MIMO,0.02,0.2,-0.7,-19.2,5601285,8764903,13693709,064,0,0
Handshake,HNS,0.01,-0.4,5.3,17.1,3649860,8741190,29540091,030,0,0
AtPay,ATPAY,0.29,-0.2,-3.6,3.9,5193858,8732262,87322624,010,0,0
Viberate,VIB,0.05,-0.6,-1.8,-3.8,2683216,8728441,9562068,091,0,0
CateCoin,CATE,0.0,0.0,-0.6,-0.8,469157,8710198,25336082,034,0,0
Unisocks,SOCKS,29044.61,0.0,0.0,0.0,0,8684130,8684130,-,0,2
MixMarvel,MIX,0.0,0.2,6.2,1.1,499912,8684081,16885015,051,0,0
Comtech Gold,CGO,61.57,0.1,-0.0,-1.2,680262,8679673,8679673,100,0,0
Bitrock,BROCK,0.09,-2.6,-2.1,50.2,169516,8672267,8672267,100,0,0
Symbiosis,SIS,0.19,0.2,5.7,8.9,3666783,8665646,18968835,046,0,0
Aventus,AVT,0.92,-0.8,-1.7,-2.7,133093,8656325,9748942,089,0,0
Obyte,GBYTE,10.22,-2.0,-1.0,-1.1,385410,8620034,10225879,084,0,0
renBTC,RENBTC,28044.77,1.1,-4.1,-6.9,14358,8565878,8565878,100,0,2
Tomb Shares,TSHARE,216.46,-1.1,6.2,22.5,1307607,8552558,15300657,056,0,0
Jade Protocol,JADE,9.02,0.0,0.0,0.0,0,8536729,9229956,-,0,0
Divi,DIVI,0.0,0.6,-2.3,-7.0,216351,8534837,0,-,0,0
KRYLL,KRL,0.23,0.3,0.2,-2.4,7410406,8523553,11534424,074,0,0
OAX,OAX,0.15,0.6,1.7,-0.3,2313376,8519481,15271098,056,0,0
Robo Inu Finance,RBIF,0.0,0.7,-2.8,9.4,308187,8459058,14607644,058,0,0
IMPT,IMPT,0.01,0.2,-0.8,10.1,1598427,8453407,19703281,043,0,0
Prosper,PROS,0.28,-0.7,-4.4,-2.7,1045387,8450081,27813004,030,0,0
Grizzly Honey,GHNY,6.82,-0.0,-1.4,-4.7,517510,8419248,8419774,100,0,0
SIX Network,SIX,0.03,1.7,16.9,25.9,1538350,8419150,30751899,027,0,0
Bitrue Coin,BTR,0.03,0.1,-0.2,-6.7,2262443,8409523,30689172,027,0,0
